DB Agent name ,Host name ,Instance name,Status ,Error message
ol7-121-splex1,ol7-121-splex1,cdb1,SUCCESSFUL, ,
ol7-121-splex2,ol7-121-splex2,cdb1,SUCCESSFUL, ,
